gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041323,detection_pct_0041326,det_max,n_cells_0041323,n_cells_0041326,log2_detection_ratio
BLNK,,,no,True,ENSG00000095585,B-cell linker protein (B-cell adapter containing a SH2 domain protein) (B-cell adapter containing a Src homology 2 domain protein) (Cytoplasmic adapter protein) (Src homology 2 domain-containing leukocyte protein of 65 kDa) (SLP-65),Cytoplasm,central nervous system macrophage;B-1a B cell;late pro-B cell;early lymphoid progenitor;pro-B cell;fraction A pre-pro B cell,,1.718,1.959,1.959,19674,22888,0.189
BLVRA,,,no,True,ENSG00000106605,Biliverdin reductase A (BVR A),Cytoplasm,alveolar macrophage;lung macrophage;Hofbauer cell,,4.683,5.118,5.118,53632,59801,0.128
BMP2K,,,no,True,ENSG00000138756,BMP-2-inducible protein kinase (BIKe),Nucleus,lens epithelial cell;anterior lens cell;macrophage;tissue-resident macrophage;Kupffer cell;central nervous system macrophage;enucleate erythrocyte;mast cell;immature innate lymphoid cell,,4.076,4.833,4.833,46679,56475,0.246
BRCA2,,,no,True,ENSG00000139618,Breast cancer type 2 susceptibility protein (Fanconi anemia group D1 protein),Nucleus,common dendritic progenitor,,0.506,0.309,0.506,5797,3612,-0.711
C1QBP,,,no,True,ENSG00000108561,"Complement component 1 Q subcomponent-binding protein, mitochondrial (ASF/SF2-associated protein p32) (Glycoprotein gC1qBP) (C1qBP) (Hyaluronan-binding protein 1) (Mitochondrial matrix protein p32) (gC1q-R protein) (p33) (SF2AP32)",Mitochondrion matrix,erythroid progenitor cell;proerythroblast;macrophage dendritic cell progenitor;pre-conventional dendritic cell,,21.567,16.001,21.567,247001,186964,-0.431
C3AR1,,,no,True,ENSG00000171860,C3a anaphylatoxin chemotactic receptor (C3AR) (C3a-R),Cell membrane,phagocyte;macrophage;elicited macrophage;alternatively activated macrophage;tissue-resident macrophage;alveolar macrophage;microglial cell;colon macrophage;lung macrophage;hematopoietic cell;blood cell;granulocyte;leukocyte;professional antigen presenting cell;myeloid leukocyte;myeloid cell;myelocyte;granulocytopoietic cell,COMPLEMENT,1.863,1.889,1.889,21333,22070,0.02
C5AR1,,,no,True,ENSG00000197405,C5a anaphylatoxin chemotactic receptor 1 (C5a anaphylatoxin chemotactic receptor) (C5a-R) (C5aR) (CD antigen CD88),Cell membrane,"phagocyte;macrophage;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;alveolar macrophage;lung macrophage;classical monocyte;hematopoietic cell;granulocyte;neutrophil;leukocyte;professional antigen presenting cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;myeloid cell",COMPLEMENT,2.776,3.289,3.289,31795,38435,0.245
CALM3,,,no,True,ENSG00000160014,Calmodulin-3,Cytoplasm,pancreatic A cell;Hofbauer cell;platelet;T-helper 17 cell;large pre-B-II cell;myeloid cell;megakaryocyte-erythroid progenitor cell;megakaryocyte,,16.504,14.013,16.504,189023,163741,-0.236
CAMP,,,no,True,ENSG00000164047,Cathelicidin antimicrobial peptide (18 kDa cationic antimicrobial protein) (CAP-18) (hCAP-18),Secreted,acinar cell;acinar cell of salivary gland;brush cell;hematopoietic cell;blood cell;granulocyte;neutrophil;immature neutrophil;leukocyte;myeloid leukocyte;myeloid cell;promyelocyte;myelocyte;myeloid lineage restricted progenitor cell;granulocytopoietic cell,,0.04,,0.04,459,0,
CASP1,,,no,True,ENSG00000137752,Caspase-1 (CASP-1),Cytoplasm,"classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;leukocyte;professional antigen presenting cell;dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;dendritic cell, human;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;peripheral blood mononuclear cell;myeloid cell;transit amplifying cell of small intestine",,1.174,2.209,2.209,13447,25806,0.912
CAT,,,no,True,ENSG00000121691,Catalase,Peroxisome,"hematopoietic stem cell;epithelial cell of alveolus of lung;pneumocyte;type II pneumocyte;erythrocyte;enucleate erythrocyte;erythroid lineage cell;erythroid progenitor cell, mammalian;reticulocyte;enucleated reticulocyte;primitive red blood cell;common myeloid progenitor;lung secretory cell",,11.301,8.698,11.301,129427,101630,-0.378
CAVIN3,,,no,True,ENSG00000170955,Caveolae-associated protein 3 (Cavin-3) (Protein kinase C delta-binding protein) (Serum deprivation response factor-related gene product that binds to C-kinase) (hSRBC),Cytoplasm,vasa recta descending limb cell;cerebral cortex endothelial cell;endosteal cell;follicular dendritic cell;smooth muscle cell;vascular associated smooth muscle cell;smooth muscle fiber of ileum;myometrial cell;bronchial smooth muscle cell;reticular cell;pancreatic stellate cell,,2.744,2.901,2.901,31423,33900,0.081
CCDC50,,,no,True,ENSG00000152492,Coiled-coil domain-containing protein 50 (Protein Ymer),Cytoplasm,"professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;B-1a B cell;common dendritic progenitor",,13.095,14.881,14.881,149974,173877,0.184
CCL17,,,no,True,ENSG00000102970,C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine),Secreted,"mononuclear phagocyte;myeloid dendritic cell, human",CCL,0.019,0.015,0.019,213,173,-0.329
CCL18,,,no,True,ENSG00000275385,C-C motif chemokine 18 (Alternative macrophage activation-associated CC chemokine 1) (AMAC-1) (CC chemokine PARC) (Dendritic cell chemokine 1) (DC-CK1) (Macrophage inflammatory protein 4) (MIP-4) (Pulmonary and activation-regulated chemokine) (Small-inducible cytokine A18),Secreted,macrophage;alternatively activated macrophage;tissue-resident macrophage;alveolar macrophage;lung macrophage;basophil;professional antigen presenting cell,CCL,0.053,0.023,0.053,604,266,-1.212
CCL19,,,no,True,ENSG00000172724,C-C motif chemokine 19 (Beta-chemokine exodus-3) (CK beta-11) (Epstein-Barr virus-induced molecule 1 ligand chemokine) (EBI1 ligand chemokine) (ELC) (Macrophage inflammatory protein 3 beta) (MIP-3-beta) (Small-inducible cytokine A19),Secreted,epithelial cell of thymus;cortical thymic epithelial cell;medullary thymic epithelial cell;follicular dendritic cell;smooth muscle cell of prostate;connective tissue cell;fibroblast;fibroblast of lung;pericyte;mural cell;inflammatory cell,CCL,0.2,1.36,1.36,2292,15887,2.764
CCL20,,,no,True,ENSG00000115009,C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20),Secreted,epithelial cell of alveolus of lung;pneumocyte;type II pneumocyte;paneth cell;M cell of gut;club cell;epithelial cell of urethra;inflammatory macrophage;T-helper 1 cell;lung secretory cell,CCL,0.279,0.211,0.279,3197,2468,-0.402
CCL22,,,no,True,ENSG00000102962,C-C motif chemokine 22 (CC chemokine STCP-1) (MDC(1-69)) (Macrophage-derived chemokine) (Small-inducible cytokine A22) (Stimulated T-cell chemotactic protein 1),Secreted,"Langerhans cell;myeloid dendritic cell, human;mature conventional dendritic cell;type I NK T cell",CCL,0.037,0.014,0.037,420,163,-1.394
CCR1,,,no,True,ENSG00000163823,C-C chemokine receptor type 1 (C-C CKR-1) (CC-CKR-1) (CCR-1) (CCR1) (HM145) (LD78 receptor) (Macrophage inflammatory protein 1-alpha receptor) (MIP-1alpha-R) (RANTES-R) (CD antigen CD191),Cell membrane,phagocyte;elicited macrophage;alternatively activated macrophage;intermediate monocyte,CCL,1.713,1.335,1.713,19624,15598,-0.36
CCR2,,,no,True,ENSG00000121807,C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (Monocyte chemoattractant protein 1 receptor) (MCP-1-R) (CD antigen CD192),Cell membrane,classical monocyte;IgG plasmablast;IgA plasmablast;monocyte,CCL,0.497,1.363,1.363,5697,15929,1.454
CCR6,,,no,True,ENSG00000112486,C-C chemokine receptor type 6 (C-C CKR-6) (CC-CKR-6) (CCR-6) (Chemokine receptor-like 3) (CKR-L3) (DRY6) (G-protein coupled receptor 29) (GPR-CY4) (GPRCY4) (LARC receptor) (CD antigen CD196),Cell membrane,"Langerhans cell;T cell;CD4-positive helper T cell;T-helper 1 cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell, human;CD4-positive, alpha-beta memory T cell;effector memory CD4-positive, alpha-beta T cell;mucosal invariant T cell;memory T cell;regulatory T cell;group 3 innate lymphoid cell",CCL,0.059,0.094,0.094,672,1101,0.683
CCR7,,,no,True,ENSG00000126353,C-C chemokine receptor type 7 (C-C CKR-7) (CC-CKR-7) (CCR-7) (BLR2) (CDw197) (Epstein-Barr virus-induced G-protein coupled receptor 1) (EBI1) (EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197),Cell membrane,"leukocyte;myeloid dendritic cell, human;mature conventional dendritic cell;IgG-negative class switched memory B cell;B-1a B cell;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell, human;CD4-positive, alpha-beta memory T cell;effector CD4-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;mature T cell;regulatory T cell;naive T cell;DN3 thymocyte",CCL,0.018,0.011,0.018,210,127,-0.754
CCT8,,,no,True,ENSG00000156261,T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta) (Chaperonin containing T-complex polypeptide 1 subunit 8) (Renal carcinoma antigen NY-REN-15),Cytoplasm,professional antigen presenting cell;dendritic cell;basophil mast progenitor cell;early lymphoid progenitor,,30.394,27.923,30.394,348097,326267,-0.122
CD14,,,no,True,ENSG00000170458,Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14),Cell membrane,"acinar cell of salivary gland;phagocyte;macrophage;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;microglial cell;kidney resident macrophage;colon macrophage;Hofbauer cell;classical monocyte;CD14-positive, CD16-negative classical monocyte;blood cell;granulocyte;dendritic cell, human;myeloid leukocyte;monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;myeloid cell;salivary gland cell",,6.434,7.258,7.258,73687,84803,0.174
CD163,,,no,True,ENSG00000177575,Scavenger receptor cysteine-rich type 1 protein M130 (Hemoglobin scavenger receptor) (CD antigen CD163),Secreted,"phagocyte;macrophage;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;tissue-resident macrophage;Kupffer cell;alveolar macrophage;colon macrophage;lung macrophage;Hofbauer cell;mononuclear phagocyte;classical monocyte;hematopoietic cell;leukocyte;professional antigen presenting cell;dendritic cell, human;myeloid leukocyte;monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;immature innate lymphoid cell;myeloid cell",,4.466,4.626,4.626,51145,54049,0.051
CD19,,,no,True,ENSG00000177455,B-lymphocyte antigen CD19 (B-lymphocyte surface antigen B4) (Differentiation antigen CD19) (T-cell surface antigen Leu-12) (CD antigen CD19),Cell membrane,professional antigen presenting cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;naive B cell;B-1a B cell;B-1b B cell;follicular B cell;germinal center B cell;mononuclear cell;lymphocyte;regulatory T cell;B cell;immature B cell;precursor B cell;small pre-B-II cell;large pre-B-II cell;pre-B-I cell;late pro-B cell;transitional stage B cell;early T lineage precursor,,0.078,0.132,0.132,897,1538,0.749
CD1A,,,no,True,ENSG00000158477,T-cell surface glycoprotein CD1a (T-cell surface antigen T6/Leu-6) (hTa1 thymocyte antigen) (CD antigen CD1a),Cell membrane,"Langerhans cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte",,0.034,0.01,0.034,389,113,-1.812
CD1C,,,no,True,ENSG00000158481,T-cell surface glycoprotein CD1c (CD antigen CD1c),Cell membrane,"mononuclear phagocyte;professional antigen presenting cell;dendritic cell;conventional dendritic cell;Langerhans cell;myeloid dendritic cell;myeloid dendritic cell, human;CD1c-positive myeloid dendritic cell;dendritic cell, human;unswitched memory B cell;B-1a B cell;B-1b B cell;follicular B cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;transitional stage B cell",,0.049,0.07,0.07,564,815,0.502
CD1D,,,no,True,ENSG00000158473,Antigen-presenting glycoprotein CD1d (R3G1) (CD antigen CD1d),Cell membrane,mononuclear phagocyte;dendritic cell;conventional dendritic cell;Langerhans cell,CEACAM,0.54,0.965,0.965,6181,11275,0.838
CD1E,,,no,True,ENSG00000158488,"T-cell surface glycoprotein CD1e, membrane-associated (hCD1e) (R2G1) (CD antigen CD1e)",Lysosome lumen,"mononuclear phagocyte;Langerhans cell;dendritic cell, human;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;gamma-delta T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte",,0.053,0.023,0.053,602,268,-1.196
CD207,,,no,True,ENSG00000116031,C-type lectin domain family 4 member K (Langerin) (CD antigen CD207),Membrane,mononuclear phagocyte;Langerhans cell,,0.065,0.053,0.065,740,617,-0.291
CD209,,,no,True,ENSG00000090659,CD209 antigen (C-type lectin domain family 4 member L) (Dendritic cell-specific ICAM-3-grabbing non-integrin 1) (DC-SIGN) (DC-SIGN1) (CD antigen CD209),Secreted,blood vessel endothelial cell;endothelial cell of lymphatic vessel;mononuclear phagocyte,CEACAM;ICAM,0.654,0.521,0.654,7485,6084,-0.328
CD22,,,no,True,ENSG00000012124,B-cell receptor CD22 (B-lymphocyte cell adhesion molecule) (BL-CAM) (Sialic acid-binding Ig-like lectin 2) (Siglec-2) (T-cell surface antigen Leu-14) (CD antigen CD22),Cell membrane,"professional antigen presenting cell;dendritic cell, human;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1b B cell;follicular B cell;germinal center B cell;B cell;immature B cell;transitional stage B cell",CD45,0.214,0.261,0.261,2447,3046,0.287
