source,subpanel,gene,subtype_hint,evidence,detection_pct_r1,detection_pct_r2,det_max,specificity_flag
shared,07_immune_granulocyte,FCGR3B,neutrophil,both,1.18,0.869,1.18,
shared,07_immune_granulocyte,FLOT2,,cellxgene,14.003,14.234,14.234,
shared,07_immune_granulocyte,FUT4,neutrophil,canonical,3.995,3.115,3.995,
shared,07_immune_granulocyte,GATA2,basophil,both,2.307,4.203,4.203,
shared,07_immune_granulocyte,IL5RA,eosinophil,both,0.136,0.042,0.136,
shared,07_immune_granulocyte,MMP8,neutrophil,both,0.049,0.015,0.049,
shared,07_immune_granulocyte,MMP9,neutrophil,both,0.037,0.076,0.076,
shared,07_immune_granulocyte,MPO,,both,0.063,0.073,0.073,
shared,07_immune_granulocyte,PRG2,eosinophil,both,0.028,0.011,0.028,
shared,07_immune_granulocyte,PRTN3,,both,0.028,0.012,0.028,
shared,07_immune_granulocyte,RNASE3,eosinophil,both,0.107,0.057,0.107,
shared,07_immune_granulocyte,XPO6,,cellxgene,5.443,5.942,5.942,
shared,11_endothelial_vascular,ABCG2,,cellxgene,0.185,0.234,0.234,
shared,11_endothelial_vascular,ACVRL1,,cellxgene,2.753,2.951,2.951,
shared,11_endothelial_vascular,ADGRL4,,cellxgene,0.988,0.949,0.988,
shared,11_endothelial_vascular,APLN,,cellxgene,0.182,0.065,0.182,
shared,11_endothelial_vascular,APLNR,,cellxgene,0.195,0.181,0.195,
shared,11_endothelial_vascular,APOL3,,cellxgene,1.127,1.638,1.638,
shared,11_endothelial_vascular,BMP6,,cellxgene,0.161,0.185,0.185,
shared,11_endothelial_vascular,BMPR2,,cellxgene,8.807,8.272,8.807,
shared,11_endothelial_vascular,CALCRL,,both,1.821,1.473,1.821,
shared,11_endothelial_vascular,CAVIN2,,cellxgene,1.508,1.943,1.943,
shared,11_endothelial_vascular,CCL14,,cellxgene,2.491,3.249,3.249,
shared,11_endothelial_vascular,CCL23,,cellxgene,0.077,0.067,0.077,
shared,11_endothelial_vascular,CD34,,both,3.511,4.827,4.827,
shared,11_endothelial_vascular,CD93,,both,2.551,2.107,2.551,
shared,11_endothelial_vascular,CDH5,,both,0.912,1.521,1.521,
shared,11_endothelial_vascular,CDK17,,cellxgene,4.347,5.038,5.038,
shared,11_endothelial_vascular,CEMIP2,,cellxgene,6.108,5.331,6.108,
shared,11_endothelial_vascular,CLDN5,,both,0.915,2.032,2.032,
shared,11_endothelial_vascular,CLEC14A,,both,1.092,1.641,1.641,
shared,11_endothelial_vascular,DIP2B,,cellxgene,4.004,4.432,4.432,
shared,11_endothelial_vascular,DOCK9,,cellxgene,2.857,2.977,2.977,
shared,11_endothelial_vascular,ECE1,,cellxgene,21.18,21.999,21.999,
shared,11_endothelial_vascular,EGFL7,,both,1.812,3.17,3.17,
shared,11_endothelial_vascular,ELK3,,cellxgene,3.051,2.852,3.051,
shared,11_endothelial_vascular,ENG,,both,6.726,6.299,6.726,
shared,11_endothelial_vascular,EPAS1,,cellxgene,23.16,18.712,23.16,
shared,11_endothelial_vascular,ERG,,both,0.961,1.558,1.558,
shared,11_endothelial_vascular,ESM1,,cellxgene,0.193,0.189,0.193,
shared,11_endothelial_vascular,F2R,,cellxgene,1.599,1.326,1.599,
shared,11_endothelial_vascular,F2RL3,,cellxgene,0.947,0.86,0.947,
shared,11_endothelial_vascular,F8,,cellxgene,0.9,1.185,1.185,
shared,11_endothelial_vascular,FLI1,,both,1.253,1.669,1.669,
shared,11_endothelial_vascular,FLT4,lymphatic,both,0.634,1.107,1.107,
shared,11_endothelial_vascular,HEXIM1,,cellxgene,4.323,4.162,4.323,
shared,11_endothelial_vascular,HSPG2,,cellxgene,12.999,15.664,15.664,
shared,11_endothelial_vascular,ICAM1,,cellxgene,3.492,3.187,3.492,
shared,11_endothelial_vascular,ICAM2,,both,1.278,1.69,1.69,
shared,11_endothelial_vascular,IFI16,,cellxgene,3.383,4.332,4.332,
shared,11_endothelial_vascular,IFIT1,,cellxgene,0.798,1.033,1.033,
shared,11_endothelial_vascular,IL13RA2,,cellxgene,0.162,0.108,0.162,
shared,11_endothelial_vascular,JAM2,,cellxgene,0.767,1.205,1.205,
shared,11_endothelial_vascular,KDR,,both,2.171,2.745,2.745,
shared,11_endothelial_vascular,KLHL4,,cellxgene,0.08,0.062,0.08,
shared,11_endothelial_vascular,LIFR,,cellxgene,2.837,2.78,2.837,
shared,11_endothelial_vascular,LRRC32,,cellxgene,2.413,1.679,2.413,
shared,11_endothelial_vascular,MAP4K3,,cellxgene,4.416,4.552,4.552,
shared,11_endothelial_vascular,MICAL2,,cellxgene,3.33,3.582,3.582,
shared,11_endothelial_vascular,MMRN2,,cellxgene,1.0,1.488,1.488,
shared,11_endothelial_vascular,MOB2,,cellxgene,1.913,2.144,2.144,
shared,11_endothelial_vascular,MYLK2,,cellxgene,0.482,0.577,0.577,
shared,11_endothelial_vascular,NODAL,,cellxgene,0.032,0.0,0.032,
shared,11_endothelial_vascular,NOSTRIN,,cellxgene,11.572,10.017,11.572,
shared,11_endothelial_vascular,NOTCH4,,both,1.477,2.53,2.53,
shared,11_endothelial_vascular,NRN1,,cellxgene,1.054,1.47,1.47,
shared,11_endothelial_vascular,PCDH17,,cellxgene,3.572,4.781,4.781,
shared,11_endothelial_vascular,PDGFB,,cellxgene,1.864,2.224,2.224,
shared,11_endothelial_vascular,PDPN,lymphatic,both,3.294,1.828,3.294,
shared,11_endothelial_vascular,PECAM1,,both,4.026,6.915,6.915,
shared,11_endothelial_vascular,PFKP,,cellxgene,4.257,4.483,4.483,
shared,11_endothelial_vascular,PINK1,,cellxgene,9.816,7.815,9.816,
shared,11_endothelial_vascular,PKD1L1,,cellxgene,0.083,0.089,0.089,
shared,11_endothelial_vascular,PLVAP,,both,6.79,8.115,8.115,
shared,11_endothelial_vascular,PODXL,,cellxgene,13.239,16.201,16.201,
shared,11_endothelial_vascular,PRCP,,cellxgene,8.403,8.366,8.403,
shared,11_endothelial_vascular,PROX1,lymphatic,both,10.978,9.78,10.978,
shared,11_endothelial_vascular,ROBO4,,both,0.821,1.349,1.349,
shared,11_endothelial_vascular,SELE,,cellxgene,0.198,0.046,0.198,
shared,11_endothelial_vascular,SELP,,cellxgene,0.151,0.312,0.312,
shared,11_endothelial_vascular,SH2D3C,,cellxgene,1.034,1.97,1.97,
shared,11_endothelial_vascular,SHANK3,,cellxgene,2.754,5.17,5.17,
shared,11_endothelial_vascular,SLC9A3R2,,cellxgene,3.92,3.789,3.92,
shared,11_endothelial_vascular,SNTG2,,cellxgene,0.122,0.246,0.246,
shared,11_endothelial_vascular,SOST,,cellxgene,16.889,12.712,16.889,
shared,11_endothelial_vascular,SOX17,,both,0.656,0.974,0.974,
shared,11_endothelial_vascular,SOX18,,both,1.142,1.327,1.327,
shared,11_endothelial_vascular,TEK,,both,0.955,1.161,1.161,
shared,11_endothelial_vascular,TGFBR2,,cellxgene,19.206,21.814,21.814,
shared,11_endothelial_vascular,THBD,,cellxgene,2.133,0.719,2.133,
shared,11_endothelial_vascular,TIE1,,both,1.447,2.691,2.691,
shared,11_endothelial_vascular,TMEM100,,cellxgene,0.424,0.518,0.518,
shared,11_endothelial_vascular,TNFRSF6B,,cellxgene,0.466,0.407,0.466,
shared,11_endothelial_vascular,TSPAN7,,cellxgene,4.183,3.684,4.183,
shared,11_endothelial_vascular,VAMP3,,cellxgene,9.766,8.458,9.766,
shared,11_endothelial_vascular,VAMP5,,cellxgene,1.253,1.089,1.253,
shared,11_endothelial_vascular,VEGFC,,cellxgene,0.562,0.883,0.883,
shared,11_endothelial_vascular,WWTR1,,cellxgene,6.897,6.605,6.897,
shared,11_endothelial_vascular,ZFHX4,,cellxgene,0.299,0.288,0.299,
shared,12_pericyte_smooth_muscle,ABCC9,pericyte,both,3.259,3.202,3.259,
shared,12_pericyte_smooth_muscle,CSPG4,pericyte,both,0.424,0.391,0.424,
shared,12_pericyte_smooth_muscle,KCNJ8,pericyte,both,12.276,9.242,12.276,
shared,12_pericyte_smooth_muscle,LGR6,,cellxgene,0.053,0.042,0.053,
shared,12_pericyte_smooth_muscle,MCAM,pericyte,both,6.168,4.668,6.168,
shared,12_pericyte_smooth_muscle,MYLK,SMC,both,2.07,2.896,2.896,
shared,12_pericyte_smooth_muscle,NOTCH3,pericyte,both,2.55,2.695,2.695,
shared,12_pericyte_smooth_muscle,PDGFRB,pericyte,both,6.511,5.072,6.511,
shared,12_pericyte_smooth_muscle,RGS5,pericyte,both,0.693,0.902,0.902,
shared,15_neural_glial,ASCL1,neuron,both,0.092,0.068,0.092,
shared,15_neural_glial,MPZ,,canonical,0.974,1.148,1.148,
shared,15_neural_glial,NEFH,neuron,canonical,0.25,0.133,0.25,
shared,15_neural_glial,NEFL,neuron,both,0.076,0.021,0.076,
shared,15_neural_glial,NEFM,neuron,both,0.253,0.266,0.266,
shared,15_neural_glial,NGFR,,canonical,2.743,1.52,2.743,
shared,15_neural_glial,PHOX2B,neuron,both,0.043,0.01,0.043,
shared,15_neural_glial,PRPH,neuron,both,0.178,0.103,0.178,
shared,15_neural_glial,RET,neuron,canonical,0.302,0.339,0.339,
shared,15_neural_glial,SCN7A,,both,1.008,1.117,1.117,
shared,15_neural_glial,SNAP25,neuron,canonical,1.262,0.642,1.262,
shared,15_neural_glial,SOX10,,both,0.198,0.196,0.198,
shared,15_neural_glial,STMN2,neuron,both,0.939,0.776,0.939,
shared,15_neural_glial,SYP,neuron,canonical,2.494,1.894,2.494,
shared,15_neural_glial,TH,neuron,both,0.037,0.0,0.037,
shared,15_neural_glial,TUBB3,neuron,both,0.225,0.265,0.265,
shared,15_neural_glial,UCHL1,neuron,both,2.216,1.029,2.216,
shared,16_epithelial_general,CDH1,,both,29.181,27.874,29.181,
shared,16_epithelial_general,CLDN7,,both,8.823,6.96,8.823,
shared,16_epithelial_general,EPCAM,,both,36.157,34.217,36.157,
shared,16_epithelial_general,MUC1,,both,7.475,10.505,10.505,
