gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,pathway_source,pathway_term,was_uncategorized
TNFRSF17,,,no,ENSG00000048462,Tumor necrosis factor receptor superfamily member 17 (B-cell maturation protein) (CD antigen CD269),Cell membrane,mature B cell;plasmablast;B cell;small pre-B-II cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell,APRIL;BAFF,0.953,0.372,0.953,4425,898,-1.36,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF18,,,no,ENSG00000186891,Tumor necrosis factor receptor superfamily member 18 (Activation-inducible TNFR family receptor) (Glucocorticoid-induced TNFR-related protein) (CD antigen CD357),Secreted,"stem cell of epidermis;Langerhans cell;alpha-beta T cell;mature alpha-beta T cell;activated CD4-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mucosal invariant T cell;mature T cell;regulatory T cell;intraepithelial lymphocyte;IgA plasma cell;CD16-negative, CD56-bright natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 2 innate lymphoid cell;group 2 innate lymphoid cell, human;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;lymphoid lineage restricted progenitor cell;pro-T cell;early T lineage precursor",GITRL,0.858,0.461,0.858,3981,1113,-0.897,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF1A,,,no,ENSG00000067182,Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a),Cell membrane,mesothelial cell of pleura;follicular dendritic cell,TNF;LT,3.164,3.399,3.399,14684,8216,0.104,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF1B,,,no,ENSG00000028137,Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b) (Etanercept),Secreted,"phagocyte;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;leukocyte;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;peripheral blood mononuclear cell;myeloid cell",TNF;LT,3.059,2.532,3.059,14197,6119,-0.273,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF21,,,no,ENSG00000146072,Tumor necrosis factor receptor superfamily member 21 (Death receptor 6) (CD antigen CD358),Cell membrane,epithelial cell of urethra;papillary tips cell,APP,4.075,2.485,4.075,18910,6007,-0.713,KEGG,Cytokine-cytokine receptor interaction,True
TNFRSF6B,,,no,ENSG00000243509,Tumor necrosis factor receptor superfamily member 6B (Decoy receptor 3) (DcR3) (Decoy receptor for Fas ligand) (M68),Secreted,epithelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell;endothelial cell of vascular tree,,0.325,0.363,0.363,1509,877,0.158,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF8,,,no,ENSG00000120949,Tumor necrosis factor receptor superfamily member 8 (CD30L receptor) (Ki-1 antigen) (Lymphocyte activation antigen CD30) (CD antigen CD30),Cytoplasm,CD4-positive helper T cell,CD30,0.417,0.343,0.417,1936,830,-0.281,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF9,,,no,ENSG00000049249,Tumor necrosis factor receptor superfamily member 9 (4-1BB ligand receptor) (CDw137) (T-cell antigen 4-1BB homolog) (T-cell antigen ILA) (CD antigen CD137),Cell membrane,"mast cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;type I NK T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;regulatory T cell;intraepithelial lymphocyte",CD137,1.151,0.786,1.151,5343,1900,-0.55,KEGG,Cytokine-cytokine receptor interaction,False
TNFSF10,,,no,ENSG00000121858,Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253),Cell membrane,epithelial cell;glomerular capillary endothelial cell;lung endothelial cell;goblet cell;respiratory goblet cell;bronchial goblet cell;tracheal goblet cell;club cell;endothelial cell;endothelial cell of vascular tree;mast cell,TRAIL,3.638,3.163,3.638,16884,7645,-0.202,KEGG,Cytokine-cytokine receptor interaction,False
TNFSF11,,,no,ENSG00000120659,Tumor necrosis factor ligand superfamily member 11 (Osteoclast differentiation factor) (ODF) (Osteoprotegerin ligand) (OPGL) (Receptor activator of nuclear factor kappa-B ligand) (RANKL) (TNF-related activation-induced cytokine) (TRANCE) (CD antigen CD254),Secreted,group 3 innate lymphoid cell,RANKL,0.183,0.141,0.183,851,341,-0.378,KEGG,Cytokine-cytokine receptor interaction,False
TNFSF12,,,no,ENSG00000239697,Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK),Cell membrane,hematopoietic cell;basophil,TWEAK,3.727,2.966,3.727,17297,7169,-0.329,KEGG,Cytokine-cytokine receptor interaction,True
TNFSF13,,,no,ENSG00000161955,Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand) (APRIL) (TNF- and APOL-related leukocyte expressed ligand 2) (TALL-2) (TNF-related death ligand 1) (TRDL-1) (CD antigen CD256),Secreted,,APRIL,1.319,0.826,1.319,6120,1996,-0.675,KEGG,Cytokine-cytokine receptor interaction,True
TNFSF13B,,,no,ENSG00000102524,Tumor necrosis factor ligand superfamily member 13B (B lymphocyte stimulator) (BLyS) (B-cell-activating factor) (BAFF) (Dendritic cell-derived TNF-like molecule) (TNF- and APOL-related leukocyte expressed ligand 1) (TALL-1) (CD antigen CD257),Cell membrane,"phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;leukocyte;dendritic cell;myeloid leukocyte;monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;mature gamma-delta T cell;myeloid cell;megakaryocyte",BAFF,0.784,0.843,0.843,3638,2037,0.105,KEGG,Cytokine-cytokine receptor interaction,False
TNFSF14,,,no,ENSG00000125735,Tumor necrosis factor ligand superfamily member 14 (Herpes virus entry mediator ligand) (HVEM-L) (Herpesvirus entry mediator ligand) (CD antigen CD258),Cytoplasm,"T-helper 1 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;group 3 innate lymphoid cell",LIGHT,0.169,0.633,0.633,786,1531,1.903,KEGG,Cytokine-cytokine receptor interaction,False
TNFSF15,,,no,ENSG00000181634,Tumor necrosis factor ligand superfamily member 15 (TNF ligand-related molecule 1) (Vascular endothelial cell growth inhibitor),Membrane,endothelial cell of umbilical vein,VEGI,0.096,0.121,0.121,445,293,0.338,KEGG,Cytokine-cytokine receptor interaction,False
TNFSF18,,,no,ENSG00000120337,Tumor necrosis factor ligand superfamily member 18 (Activation-inducible TNF-related ligand) (AITRL) (Glucocorticoid-induced TNF-related ligand) (hGITRL),Cell membrane,endothelial cell of umbilical vein,GITRL,0.06,0.138,0.138,278,333,1.202,KEGG,Cytokine-cytokine receptor interaction,False
TNFSF4,,,no,ENSG00000117586,Tumor necrosis factor ligand superfamily member 4 (Glycoprotein Gp34) (OX40 ligand) (OX40L) (TAX transcriptionally-activated glycoprotein 1) (CD antigen CD252),Membrane,endothelial cell of umbilical vein,OX40,0.584,0.464,0.584,2709,1121,-0.332,KEGG,Cytokine-cytokine receptor interaction,False
TNFSF8,,,no,ENSG00000106952,Tumor necrosis factor ligand superfamily member 8 (CD30 ligand) (CD30-L) (CD antigen CD153),Membrane,"CD4-positive helper T cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;CD4-positive, alpha-beta memory T cell;effector CD4-positive, alpha-beta T cell;type I NK T cell",CD30,5.802,1.325,5.802,26926,3203,-2.13,KEGG,Cytokine-cytokine receptor interaction,False
TNFSF9,,,no,ENSG00000125657,Tumor necrosis factor ligand superfamily member 9 (4-1BB ligand) (4-1BBL),Membrane,gut endothelial cell;early T lineage precursor,CD137,0.286,0.175,0.286,1328,423,-0.709,KEGG,Cytokine-cytokine receptor interaction,False
TSLP,,,no,ENSG00000145777,Thymic stromal lymphopoietin,Secreted,stem cell;basal cell;respiratory basal cell;basal cell of epithelium of bronchus;brush cell of trachebronchial tree;brush cell of bronchus;basal cell of prostate epithelium;basal epithelial cell of tracheobronchial tree,IL2,0.126,0.252,0.252,586,609,0.997,KEGG,Cytokine-cytokine receptor interaction,True
XCL2,,,no,ENSG00000143185,Cytokine SCM-1 beta (C motif chemokine 2) (XC chemokine ligand 2),Secreted,"lymphocyte;CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature NK T cell;type I NK T cell;gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;intraepithelial lymphocyte;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 2 innate lymphoid cell;group 2 innate lymphoid cell, human;group 3 innate lymphoid cell",XCR,0.228,0.259,0.259,1057,625,0.183,KEGG,Cytokine-cytokine receptor interaction,False
XCR1,,,no,ENSG00000173578,Chemokine XC receptor 1 (G-protein coupled receptor 5) (Lymphotactin receptor) (XC chemokine receptor 1),Cell membrane,"CD141-positive myeloid dendritic cell;dendritic cell, human",XCR,0.242,0.163,0.242,1122,394,-0.569,KEGG,Cytokine-cytokine receptor interaction,False
